id,isbn,title,isbn13,asin,kindle_asin,marketplace_id,country_code,publication_date,publisher,language_code,is_ebook,books_count,best_book_id,reviews_count,ratings_sum,ratings_count,text_reviews_count,original_publication_date,original_title,media_type,num_ratings_5,num_ratings_4,num_ratings_3,num_ratings_2,num_ratings_1,average_rating,num_pages,format,edition_information,ratings_count_global,text_reviews_count_global,authors,illustrator,contributor,editor,translator,narrator,to_read,read,currently_reading,genres
6547001,1581161603,Black Beauty,9781581161601,,,,ES,,,,false,282,3685,274838,844993,213770,4091,1877/11/24,Black Beauty,book,78043,68264,50845,12569,4049,3.95,,,,0,0,Anna Sewell,,,,,,54011,450,2293,"adventure,animals,british-literature,childrens,classic-literature,classics,drama,fantasy,fiction,historical,historical-fiction,juvenile,literature,middle-grade,novels,realistic-fiction,school,victorian,young-adult"
6547501,,Unknown Book 6547501,,,,,ES,,,,false,1,6547501,2,0,0,0,,"Guardian, The: AND Black Sheep P.I. (Romantic Suspense)",,0,0,0,0,0,0.00,,,,0,0,Unknown,,,,,,1,0,,
6548001,0785731458,The Adventures of Sherlock Holmes,9780785731450,,,,ES,2009/12/1,Turtleback Books,,false,2042,3590,370628,912162,211818,5724,1892/10/1,The Adventures of Sherlock Holmes,book,102619,77043,27660,3419,1077,4.31,272,Hardcover,,10,3,Arthur Conan Doyle,,,,,,105518,725,16424,"adult,adult-fiction,adventure,british-literature,classic-literature,classics,crime,detective,english-literature,fiction,historical,historical-fiction,literature,mystery,mystery-thriller,novels,short-stories,suspense,thriller,unfinished,victorian"
6548501,,Jealousy Junkie,9789791992602,,,,ES,2009/6/22,Mahda Books,ind,false,2,6548501,108,94,32,6,2007/1/1,Jealousy Junkie,,4,5,9,13,1,2.94,216,Paperback,,28,6,Carrie Bright,,,"A. Rahartati Bambang Haryo,Abu Ibrahim",Asty aemilia,,58,0,,"chick-lit,young-adult"
6549001,159240507X,Exploiting Chaos: 150 Ways to Spark Innovation During Times of Change,9781592405077,,,,ES,,,,false,5,6549001,334,587,154,19,2009/9/1,Exploiting Chaos: 150 Ways to Spark Innovation During Times of Change,,41,63,34,12,4,3.81,,,,148,18,Jeremy Gutsche,,,,,,131,5,8,"business,non-fiction,philosophy"
6549501,0872623076,State-of-the-art report on finite element analysis of reinforced concrete,9780872623071,,,,ES,,,,false,1,6549501,2,0,0,0,1982/12/1,State-of-the-art report on finite element analysis of reinforced concrete,book,0,0,0,0,0,0.00,,,,0,0,American Society of Civil Engineers,,,,,,1,0,,
6550001,0745316956,The European Union: A Critical Guide,9780745316956,,,,ES,2001/11/20,Pluto Press,,false,5,6550001,10,7,2,0,2001/1/1,The European Union: A Critical Guide,book,0,1,1,0,0,3.50,200,Paperback,,2,0,Steven P. McGiffen,,,,,,7,0,,
6551001,9871144954,Martín Aldama,9789871144952,,,,ES,,,,false,2,28963415,9,17,4,0,2004/11/1,Martin Aldama (Spanish Edition),book,2,1,1,0,0,4.25,,,,0,0,Félix Luna,,,,,,3,0,1,
6551501,0613753259,Insects,9780613753258,,,,ES,2002/3/1,Turtleback Books,,false,1,6551501,1,3,1,0,,Insects (Usborne Spotter's Sticker Books),,0,0,1,0,0,3.00,,Hardcover,,1,0,Anthony Wooton,,,,,,,0,,
6553501,,Global Sustainability,,B000PWQZX4,,,ES,,,,true,2,6553501,1,0,0,0,2002/6/27,Global Sustainability,,0,0,0,0,0,0.00,,,,0,0,Gilberto C. Gallopin,,,,,,1,0,,
6554501,,Uncle Vanya,,B002C75G12,,,ES,,,,true,313,231560,26231,58584,15260,464,1897/6/2,Дядя Ваня,book,4462,5541,3903,1047,307,3.84,,,,0,0,Anton Chekhov,,,,,,7863,105,139,"adult,classic-literature,classics,drama,family,fiction,high-school,historical-fiction,literature,plays,school,short-stories,theatre"
6555501,3034600496,Inequalities: A Mathematical Olympiad Approach,9783034600491,,,,ES,2009/10/1,Birkhauser Basel,,false,1,6555501,43,80,17,2,2009/9/1,Inequalities: A Mathematical Olympiad Approach,,14,1,2,0,0,4.71,210,Paperback,,17,2,"José Antonio Gómez Ortega,Radmila Bulajich Manfrino,Rogelio Valdez Delgado",,,,,,14,0,2,
6556001,052881186X,Rand McNally Ref Zip Finder 94 Pa,9780528811869,,,,ES,1999/9/9,Houghton Mifflin,,false,1,6556001,0,0,0,0,1999/9/9,Rand Mcnally Zip Finder 1994,,0,0,0,0,0,0.00,,Paperback,,0,0,Rand McNally and Company,,,,,,,0,,
6557001,0571236111,The Secret Life of France ,9780571236114,,,,ES,2009/1/1,Faber and Faber,,false,6,6557001,943,1623,470,65,2009/1/1,The Secret Life of France,book,64,179,156,48,23,3.45,288,Paperback,,336,54,Lucy Wadham,,,,,,351,14,44,"autobiography,biography,biography-memoir,contemporary,cultural,fiction,france,history,memoir,non-fiction,politics,travel"
6557501,3492238408,Jugendzeit damals,9783492238403,,,,ES,,,,false,1,6557501,5,16,4,0,2005/3/1,Jugendzeit damals,,2,0,2,0,0,4.00,,,,4,0,Thea Leitner,,,,,,,0,,non-fiction
6558001,0685575284,"Kennel Ideas: A Collection Of Practical Hints On Kennel Designs, Whelping Pens, Fencing, Etc. From Other Breeders Across The United States",9780685575284,,,,ES,,,,false,1,6558001,0,0,0,0,,"Kennel Ideas: A Collection of Practical Hints on Kennel Designs, Whelping Pens, Fencing, Etc. from Other Breeders Across the United States",,0,0,0,0,0,0.00,,,,0,0,Victoria Webb,,,,,,,0,,
6558501,0471518042,"Chemistry and the Living Organism, Laboratory Manual",9780471518044,,,,ES,1991/12/5,Wiley,,false,1,6558501,0,0,0,0,1991/12/5,"Chemistry and the Living Organism, Laboratory Manual",,0,0,0,0,0,0.00,384,Paperback,,0,0,Molly M. Bloomfield,,,,,,,0,,
6559001,0003222381,War Poems,9780003222388,,,,ES,,,,false,4,6559001,27,47,11,0,1997/12/17,,book,6,3,1,1,0,4.27,,,,6,0,Christopher Martin,,,,,,9,0,,"literature,non-fiction,poetry"
6559501,0788740121,"Don't Die, My Love",9780788740121,,,,ES,,,,false,14,127451,34328,64159,15496,598,1995/3/1,"Don't Die, My Love",book,7488,4038,2939,719,312,4.14,,,,3,0,Lurlene McDaniel,,,,,,16922,52,187,"adult,chick-lit,childrens,contemporary,death,drama,fiction,high-school,love,love-story,novels,realistic-fiction,romance,sports,teen,young-adult"
6560001,9722326759,Corações em Silêncio ,,,,,ES,2001/8/17,Editorial Presença,por,false,103,3462,257555,651275,158739,3561,2000/1/1,The Rescue,book,65847,53076,31879,6162,1775,4.10,348,Paperback,,48,1,Nicholas Sparks,,,,,,640,95,2347,"adult,adult-fiction,chick-lit,contemporary,drama,family,fiction,love,love-story,novels,realistic-fiction,relationships,romance,young-adult"
6560501,2213596026,Le Foulard Bleu: Roman,9782213596020,,,,ES,,,,false,4,6560501,16,34,8,3,1996/1/1,Le foulard bleu: Roman (French Edition),,4,2,2,0,0,4.25,,,,8,3,Madeleine Chapsal,,,,,,4,0,,
6561501,0684176483,The Queen And Her Court: A Guide To The British Monarchy Today,9780684176482,,,,ES,1982/10/1,Holiday House,,false,2,1693800,42,43,12,2,,The Queen and Her Court: A Guide to the British Monarchy Today,book,1,5,6,0,0,3.58,,Paperback,,3,0,Jerrold M. Packard,,,,,,22,1,,"history,non-fiction"
6562501,,هيروبولس,,,,,ES,2008/1/1,دار أكتب,ara,false,1,6562501,94,109,40,3,2008/1/1,هيروبولس,book,4,9,9,8,10,2.73,151,,,40,3,محمد  التهامي,,,,,,38,2,,novels
6563001,,The Holy Goof: A Biography of Neal Cassady,,B001NPCHZM,,,ES,,,,true,4,316989,196,337,97,12,,The Holy Goof: A Biography of Neal Cassady,,11,33,45,7,1,3.47,,,,3,0,William Plummer,,,,,,86,3,3,"biography,non-fiction"
6563501,8831794981,La ragazza che giocava con il fuoco ,9788831794985,,,,ES,2008/6/18,Marsilio,ita,false,246,5060378,997948,3121135,737148,32827,2006/5/9,Flickan som lekte med elden,book,324722,288606,100895,17491,5434,4.23,754,Paperback,1st edition Farfalle - I gialli,1368,86,Stieg Larsson,,,,,,158094,1166,10281,"action,adult,adult-fiction,adventure,contemporary,crime,detective,drama,fiction,literature,murder-mystery,mystery,mystery-thriller,novels,suspense,thriller"
6564501,1597264822,Creating Vibrant Public Spaces: Streetscape Design in Commercial and Historic Districts,9781597264822,,,,ES,2008/10/15,Island Press,,false,3,5597651,9,3,1,0,2008/10/15,Creating Vibrant Public Spaces: Streetscape Design in Commercial and Historic Districts,,0,0,1,0,0,3.00,238,Hardcover,,0,0,Ned Crankshaw,,,,,,6,0,,
6565501,1934961027,The Volga Germans,9781934961025,,,,ES,2008/12/31,Center for Volga German Studies,,false,3,6565501,120,198,48,5,2008/12/10,The Volga Germans,,20,17,8,3,0,4.12,443,Hardcover,,15,5,Sigrid Weidenweber,,,,,,51,1,13,historical-fiction
6567001,2203015756,"Rue de la mandragore (Le grimoire au rubis, cycle III, #1)",9782203015753,,,,ES,2008/11/5,Casterman,fre,false,2,13496183,46,103,25,0,2008/1/1,"Le grimoire au rubis cycle III, Tome 1 : Rue de la Mandragore",book,7,14,4,0,0,4.12,359,Mass Market Paperback,,11,0,Béatrice Bottet,,,,,,11,1,,young-adult
6567501,,Vingt mille lieues sous les mers,,,,,ES,,,,false,2222,33507,305250,661264,170597,5621,1869/3/20,Vingt mille lieues sous les mers,book,50725,63318,43880,10053,2621,3.88,,,,138,6,Jules Verne,,,,,,91590,273,7999,"adult,adult-fiction,adventure,childrens,classic-literature,classics,fantasy,fiction,france,historical,historical-fiction,literature,novels,school,science,science-fiction,science-fiction-fantasy,speculative-fiction,steampunk,travel,unfinished,victorian,young-adult"
6568001,,Triage: The Next Twelve Months in Afghanistan and Pakistan,,B002DW91H6,,,ES,,,,false,2,6568001,28,23,6,1,,Triage: The Next Twelve Months in Afghanistan and Pakistan,,1,3,2,0,0,3.83,,Hardcover,,6,1,"Ahmed A. Humayun,Andrew M. Exum,David J. Kilcullen,Nathaniel Fick",,,,,,20,1,,
6568501,,"Signs From Above: Your Angels' Messages about Your Life Purpose, Relationships, Health, and More",,B001LNN2PA,,,ES,,,,true,7,5378735,842,1573,379,16,2009/1/1,"Signs From Above: Your Angels' Messages about Your Life Purpose, Relationships, Health, and More",book,166,125,70,15,3,4.15,,,,25,0,"Charles Virtue,Doreen Virtue",,,,,,260,10,90,"angels,inspirational,love,non-fiction,reference,religion,self-help,spirituality,unfinished"
6569001,,ShadowsForge Trilogy Megabook,,B0026XHFYS,,,ES,,,,true,3,6569001,5,18,4,2,2009/1/1,ShadowsForge Trilogy Megabook,,3,0,1,0,0,4.50,,,,2,1,Jena' Galifany,,,,,,1,0,,
6569501,,Blackbeard and the Gift of Silence,,B001RIYOTC,,,ES,,,,true,3,1912039,55,84,20,4,2007/9/15,Blackbeard and the Gift of Silence,book,9,6,5,0,0,4.20,,,,0,0,Audrey Penn,,,,,,25,2,1,"action,adventure,middle-grade,paranormal,young-adult"
6571001,0845435671,I Can Write. Can You?,9780845435670,,,,ES,,,,false,3,6571001,7,12,4,0,1995/1/1,,book,0,0,4,0,0,3.00,,,,4,0,"Josie Stewart,Lynn Salem",,,,,,,0,,
6572001,0982122926,We Shall Have Spring Again: Essays,9780982122921,,,,ES,2008/1/1,World & Life Books,,false,1,6572001,99,156,34,2,2008/12/15,We Shall Have Spring Again,,23,9,1,1,0,4.59,157,Paperback,,34,2,Andree Seu,,,,,,59,3,,"christian,essays,memoir"
6573001,1436329612,"A Teaching Heart:: A Notebook For Managing Classrooms, Experiencing Cultural Diversity For Effective Teaching And Developing Confident Parenting Skills",9781436329613,,,,ES,2008/5/1,Xlibris Corporation,,false,2,6573001,9,13,3,0,2008/5/12,"A Teaching Heart: A Notebook for Managing Classrooms, Experiencing Cultural Diversity For Effective Teaching and Developing Confident Parenting Skills",book,1,2,0,0,0,4.33,124,Paperback,,3,0,Ethlyn Davis Fuller,,,,,,5,0,,
6573501,,For the New Intellectual: The Philosophy of Ayn Rand,,B002ECFCQO,,,ES,,,,true,33,663,6666,10278,2796,124,1961/1/1,For the New Intellectual: The Philosophy of Ayn Rand,book,862,815,661,267,191,3.68,,,,1,0,Ayn Rand,,,,,,2930,18,185,"autobiography,biography,classics,collections,criticism,economics,essays,fiction,history,literature,modern,non-fiction,philosophy,politics,self-help,sociology,unfinished,writing"
6574501,0060255048,"Go to Sleep, Nicholas Joe",9780060255046,,,,ES,1988/3/1,HarperCollins Publishers,,false,2,3535938,15,34,8,2,1988/3/1,"Go to Sleep, Nicholas Joe",book,5,1,1,1,0,4.25,32,Hardcover,,0,0,Marjorie Weinman Sharmat,John Himmelman,,,,,3,2,1,juvenile
6575001,3700118848,Tell El-Dab'a V/1: Ein Friedhofsbezirk Der Mittleren Bronzezeitkultur Mit Totentempel Und Siedlungsschichten,9783700118848,,,,ES,1992/12/31,Austrian Academy of Sciences Press,,false,1,6575001,0,0,0,0,1992/12/31,,,0,0,0,0,0,0.00,344,Paperback,,0,0,Manfred Bietak,,,,,,,0,,
6576501,3873841576,Die Wildpferde Von Dülmen,9783873841574,,,,ES,,,,false,1,6576501,2,3,1,1,1988/1/1,Die Wildpferde von Dülmen,,0,0,1,0,0,3.00,,,,1,1,Ursula Bruns,,,,,,1,0,,"animals,history"
6577001,,Twenty Years After,,B0014060OA,,,ES,,,,true,405,7184,33755,74474,18491,520,1845/1/1,Vingt ans après,book,6575,6873,4139,786,118,4.03,,,,3,0,Alexandre Dumas,,,,,,11278,54,618,"action,adult,adventure,classic-literature,classics,drama,european-literature,fiction,france,historical,historical-fiction,history,literature,mystery,novels,romance,thriller,young-adult"
6577501,,Orlando,,,,,ES,2000/1/1,Penguin Books,eng,false,516,18839,117492,181605,47004,2854,1928/1/1,Orlando,book,15164,16179,10962,3484,1215,3.86,273,Paperback,Penguin Classics,38,3,Virginia Woolf,,,,,,58137,420,2530,"adult,adult-fiction,biography,british-literature,classic-literature,classics,english-literature,fantasy,feminism,fiction,historical,historical-fiction,history,lgbt,literary-fiction,literature,magical-realism,modern-classics,novels,queer,romance,school,speculative-fiction,unfinished"
6578001,0439061954,Monarch Butterfly,9780439061957,,,,ES,,,,false,11,1071898,427,709,172,34,1989/9/1,Monarch Butterfly,,67,65,35,4,1,4.12,,,,5,2,Gail Gibbons,,,,,,125,10,4,"animals,childrens,nature,non-fiction,picture-books,science"
6578501,0808701096,Oral Interpretation Of Biblical Literature,9780808701095,,,,ES,,,,false,1,6578501,1,0,0,0,,ORAL INTERPRETATION OF BIBLICAL LITERATURE,,0,0,0,0,0,0.00,,,,0,0,Chloe Armstrong,,,,,,1,0,,
6579001,0803499744,Kiss and Tell,9780803499744,,,,ES,2009/8/1,Montlake Romance,,false,5,7543236,153,224,66,18,2009/8/1,,,8,22,26,8,2,3.39,224,Hardcover,,10,4,Loretta Brabant,,,,,,66,4,,"chick-lit,contemporary,romance"
6579501,0899664334,Spartacus,9780899664330,,,,ES,1982/12/12,Buccaneer Books,,false,66,93537,2699,5066,1331,117,1951/1/1,Spartacus,book,370,481,349,114,17,3.81,,Hardcover,,0,0,Howard Fast,,,,,,971,6,51,"adventure,american,biography,classic-literature,classics,fiction,historical,historical-fiction,history,literature,movies,non-fiction,novels,politics"
6580001,8496263762,Stands and Product Display,9788496263765,,,,ES,2007/5/15,Links International,,false,1,6580001,4,4,1,0,2007/5/15,Stands and Product Display,,0,1,0,0,0,4.00,,Hardcover,,1,0,Jacobo Krauel,,,,,,3,0,,
6580501,0973551461,Guinness World Records 2008,9780973551464,,,,ES,2007/1/1,Guinness,eng,false,12,1721073,1258,2966,710,53,2007/1/1,Guinness World Records 2008,book,347,187,142,23,11,4.18,288,Hardcover,,31,3,,,,,,,307,8,22,"history,non-fiction,picture-books,reference,school"
6581001,1438981813,Dead Rats: An Eclectic Collection of Cobwebs & Clutter from the Corners of a Claustrophobic Mind,9781438981819,,,,ES,2009/5/19,Authorhouse,,false,2,6581001,1,0,0,0,2009/5/19,Dead Rats: An Eclectic Collection of Cobwebs & Clutter from the Corners of a Claustrophobic Mind,,0,0,0,0,0,0.00,220,Paperback,,0,0,Mike A. Marr Sr.,,,,,,1,0,,
6583001,4130631403,T系ファージ : 分子生物学の語り手,9784130631402,,,,ES,1991/1/1,東京大学出版会,,false,1,6583001,1,2,1,0,1991/1/1,T系ファージ―分子生物学の語り手 (UP バイオロジー),book,0,0,0,1,0,2.00,148,,,1,0,"Teiichi Minagawa,皆川貞一",,,,,,,0,,
6583501,,"The Wicked and the Wondrous (Includes: Drake Sisters, #2; Christmas Series, #1 & #2)",,B000MGAU7U,,,ES,,,en-US,true,7,490172,3577,8395,1964,30,2004/9/28,"The Wicked and the Wondrous (Includes: Drake Sisters, #2; Christmas Series, #1 & #2)",book,1017,551,325,60,11,4.27,,,,57,1,Christine Feehan,,,,,,1052,5,21,"adult,anthologies,christmas,fantasy,fiction,holiday,magic,paranormal,romance,witches"
6584001,5551681076,Zen Effects: The Life of Alan Watts,9785551681076,,,,ES,,,,false,9,60563,799,675,177,21,1985/11/30,Zen Effects: The Life of Alan Watts (Skylight Lives),book,43,79,37,15,3,3.81,,,,0,0,Monica Furlong,,,,,,559,3,23,"biography,biography-memoir,christianity,classics,history,memoir,non-fiction,philosophy,religion,spirituality,theology,writing"
6584501,,The Bold Ones,,,,,ES,1976/1/1,Leisure Books,,false,1,6584501,3,1,1,1,1976/1/1,The Bold Ones,book,0,0,0,0,1,1.00,187,Paperback,,1,1,Gardner F. Fox,,,,,,2,0,,historical-fiction
6585001,,Za obraz i druge priče,9789958108754,,,,ES,1995/1/1,Svjetlost,bos,false,1,6585001,145,102,23,0,1995/1/1,Za obraz i druge priče,book,15,4,3,1,0,4.43,122,Hardcover,Mladi dani,23,0,Alija Nametak,,,,,,73,1,13,short-stories
6585501,0130762822,Bill Morgan's Beat and Other Scenes for Communication,9780130762825,,,,ES,1986/11/1,Prentice Hall,,false,1,6585501,0,0,0,0,1986/11/1,Bill Morgan's Beat and Other Scenes for Communication,,0,0,0,0,0,0.00,164,Unknown Binding,,0,0,Robert Rainsbury,,,,,,,0,,
6586501,1856268551,Rad Robots,9781856268554,,,,ES,,,,false,1,6586501,2,0,0,0,2009/1/1,"Rad Robots: A Celebration of Awesome Automatons: the Mad, Bad and Dangerous to Know",,0,0,0,0,0,0.00,,,,0,0,Simon Furman,,,,,,2,0,,
6587001,002268400X,Vous Et Moi: En Avant,9780022684006,,,,ES,,,,false,1,6587001,1,0,0,0,1970/12/1,Vous Et Moi: En Avant,,0,0,0,0,0,0.00,,,,0,0,Remunda Cadoux,,,,,,1,0,,
6588001,,Structural Anthropology,,B001RNP5YK,,,ES,,,eng,true,38,59004,4063,5238,1330,30,1958/1/1,Anthropologie structural,book,437,474,332,74,13,3.94,,,,2,0,Claude Lévi-Strauss,,,,,,2292,8,66,"academic,anthropology,classics,college,fantasy,france,history,mythology,non-fiction,philosophy,psychology,reference,religion,research,school,science,social,sociology,unfinished"
6588501,1583333789,"Play: How it Shapes the Brain, Opens the Imagination, and Invigorates the Soul",9781583333785,,,,ES,2010/4/6,Avery,en-GB,false,18,4997659,8245,8076,2095,254,2009/1/1,"Play: How It Shapes the Brain, Opens the Imagination, and Invigorates the Soul",book,598,785,545,144,23,3.85,240,Paperback,,173,21,"Christopher Vaughan,Stuart M. Brown Jr.",,,,,,1382,33,100,"academic,adult,education,family,health,mental-health,non-fiction,parenting,personal-development,philosophy,psychology,relationships,research,school,science,self-help,sociology,sports,teaching"
6590001,,Gurdjieff,,B001KPZ2IO,,,ES,,,,true,8,111197,245,430,117,11,2004/3/30,Gurdjieff,,28,33,48,6,2,3.68,,,,7,0,John Shirley,,,,,,98,3,13,"biography,history,magic,non-fiction,religion"
6590501,,Strictly Taboo (Trek Mi Q'an #4.5),,B001JJWIB0,,,ES,,,eng,true,5,1012535,1241,2608,716,26,2005/1/1,Strictly Taboo,book,168,231,226,75,16,3.64,,,,48,0,Jaid Black,,,,,,331,9,11,"adult,adult-fiction,adventure,aliens,anthologies,contemporary,erotica,fantasy,historical,medieval,paranormal,romance,science-fiction,shapeshifters"
6591001,,Somebody's Baby,,B000VYX8IG,,,ES,,,,true,11,3145809,211,296,82,6,2007/1/1,Somebody's Baby,book,21,17,37,5,2,3.61,,,,1,0,Annie Jones,,,,,,24,8,,"adult-fiction,christian,christian-fiction,contemporary,fiction,harlequin,romance"
6591501,284666496X,La Reine des lectrices,9782846664967,,,,ES,,À vue d'oeil,fre,false,100,1096390,50861,107303,28201,5032,2007/1/1,The Uncommon Reader ,book,6806,11584,7686,1754,371,3.80,,,,4,0,Alan Bennett,,,,,,17837,398,335,"adult,adult-fiction,british-literature,classics,comedy,contemporary,english-literature,fiction,funny,historical-fiction,humor,literary-fiction,literature,non-fiction,novella,novels,realistic-fiction,short-stories"
6592001,,Partners in Prayer,,B000YY9D96,,,ES,,,,true,7,183599,624,622,151,20,1996/6/21,Partners In Prayer,,58,63,23,4,3,4.12,,,,0,0,John C. Maxwell,,,,,,365,5,19,"christian,christianity,faith,leadership,non-fiction,religion,self-help,spirituality,theology"
6592501,0688222234,Once I Was a Plum Tree,9780688222239,,,,ES,1980/1/1,,,false,5,2778361,41,51,15,4,1980/1/1,Once I Was a Plum Tree,book,0,7,7,1,0,3.40,160,Hardcover,,1,1,Johanna Hurwitz,Ingrid Fetz,,,,,19,0,,fiction
6593001,9649007504,کمیته 300 کانون توطئه جهانی,9789646542372,,,,ES,2003/1/1,فیروزه,per,false,25,159444,1234,1101,296,24,1992/1/1,Conspirators Hierarchy: The Story of the Committee of 300,book,103,82,62,23,26,3.72,306,Paperback,,42,6,John Coleman,,,,یحیی شمس,,705,11,74,"historical,history,non-fiction,politics,reference,science,self-help"
6593501,,History and philosophy of science: An introduction,,,,,ES,1959/1/1,Longmans Green and Co ,eng,false,3,7339348,118,107,27,3,1959/1/1,History and philosophy of science: An introduction ,book,10,9,5,3,0,3.96,340,Hardcover,,7,1,Lewis William Halsey Hull,,,,,,64,1,4,"history,philosophy"
6594001,1584873639,"U.S. Counterterrorism in Sub-Saharan Africa: Understanding Costs, Cultures, and Conflicts",9781584873631,,,,ES,2008/1/1,Strategic Studies Institute U. S. Army War College,,false,3,6594001,1,5,1,0,2008/1/1,"U.S. Counterterrorism in Sub-Saharan Africa: Understanding Costs, Cultures, and Conflicts",,1,0,0,0,0,5.00,73,Hardcover,,1,0,Donovan C. Chau,,,,,,,0,,
6595001,0521063493,Troilus and Cressida,9780521063494,,,,ES,1957/1/1,Cambridge University Press,,false,437,187518,14329,22686,6732,409,1602/1/1,The Tragedie of Troylus and Cressida,book,1050,1844,2592,1038,208,3.37,314,Hardcover,,0,0,William Shakespeare,,,Alice Walker,,,5384,73,153,"british-literature,classic-literature,classics,college,drama,english-literature,fiction,grad-school,historical,historical-fiction,history,literary-fiction,literature,mythology,plays,poetry,romance,school,theatre,tragedy,war"
6595501,4140018119,Idenshi No Yume: Shi No Imi O Tō Seibutsugaku,9784140018118,,,,ES,,,,false,1,6595501,1,3,1,0,1997/1/1,遺伝子の夢―死の意味を問う生物学 (NHKブックス),,0,0,1,0,0,3.00,,,,1,0,Seiichi Tanuma,,,,,,,0,,
